churn_status,session_length_seconds,session_count,event_count,closed_session_event_count,open_session_event_count,quest_completed_event_count,store_purchase_event_count,active_days
Stayed,10102,10,178,39,38,30,0,4
Churned,1322,7,37,9,9,0,0,4
Stayed,2951,4,69,4,4,23,0,3
Churned,7358,26,161,37,37,7,0,10
Churned,9635,17,290,48,48,41,10,5
Stayed,5708,14,224,20,20,23,0,7
Churned,3225,6,100,9,8,10,0,4
Stayed,4887,15,103,19,18,9,1,8
Stayed,58447,119,1182,190,185,151,2,36
Churned,1084,2,44,3,3,6,0,1
Churned,87,1,5,1,1,1,0,1
Churned,2228,3,72,5,5,10,0,2
Churned,257,1,10,2,2,0,0,1
Stayed,24157,58,505,80,79,66,1,31
Churned,0,2,2,0,0,0,0,2
Churned,1977,8,60,10,10,7,0,5
Churned,459,2,9,2,2,0,0,2
Stayed,2265,13,74,17,17,2,0,10
Stayed,13694,21,312,53,52,33,1,9
Stayed,303560,483,3921,1068,1055,127,174,54
Churned,93716,128,1001,254,252,141,5,35
Stayed,6103,12,155,29,27,37,2,6
Stayed,897,2,34,3,3,6,0,1
Churned,2585,4,47,7,7,7,0,2
Stayed,69720,274,1738,347,343,78,9,39
Churned,1000,4,34,6,5,3,2,3
Churned,3250,5,101,20,20,11,0,2
Stayed,331,4,15,4,3,0,0,2
Stayed,461059,503,10942,1668,1660,4284,9,54
Churned,623,2,26,4,3,1,0,2
Churned,1412,36,196,51,51,0,0,16
Churned,648,5,33,6,6,1,0,5
Churned,1652,1,31,2,2,6,0,1
Churned,1695,8,85,14,14,3,1,4
Churned,2024,4,61,6,6,17,0,2
Churned,6966,13,191,22,22,17,0,3
Stayed,6200,26,188,31,32,16,0,9
Stayed,8889,52,316,56,56,47,7,31
Stayed,29726,53,415,92,90,40,6,7
Stayed,31099,170,891,199,198,73,16,52
Churned,14349,4,239,11,9,111,0,3
Stayed,36469,16,705,72,66,266,2,6
Stayed,17061,127,636,137,137,115,8,49
Churned,1122,1,24,4,4,2,0,1
Stayed,1425,8,44,10,10,1,0,8
Churned,322,2,8,2,2,0,0,1
Stayed,27582,75,694,101,101,111,3,27
Stayed,3612,8,89,11,9,7,0,4
Churned,15018,26,335,37,36,76,1,9
Churned,2300,1,50,10,10,2,1,1
Churned,4367,11,89,19,19,6,0,3
Stayed,42384,100,1139,218,215,331,10,31
Churned,2573,4,45,8,8,7,0,2
Churned,1771,3,79,7,7,11,0,2
Churned,8562,22,118,25,23,8,0,15
Stayed,4442,4,74,9,10,7,0,2
Stayed,11332,34,378,71,70,6,0,18
Churned,3458,6,97,7,7,15,0,5
Churned,10994,13,146,28,28,24,0,6
Stayed,4114,2,92,8,8,14,1,1
Churned,1112,3,59,4,4,3,0,3
Stayed,3426,7,84,9,9,10,0,4
Stayed,34677,99,702,146,146,53,5,21
Churned,29,4,17,4,4,0,0,4
Stayed,31267,55,736,130,127,42,46,20
Stayed,161004,158,2875,427,421,702,7,38
Stayed,685606,329,19111,560,536,14739,58,55
Stayed,106093,188,2393,342,339,367,7,22
Stayed,1206,3,29,4,4,4,0,2
Stayed,10539,58,370,90,90,2,3,28
Stayed,74202,322,1867,382,377,368,10,35
Churned,291,1,14,2,2,0,0,1
Stayed,155476,348,2552,495,496,602,26,37
Stayed,364,1,12,2,1,0,0,1
Stayed,20797,112,561,139,138,31,7,43
Churned,280,1,11,2,1,0,0,1
Stayed,42959,91,856,136,136,224,8,24
Stayed,1629,2,26,6,6,0,0,1
Churned,317,2,13,4,4,0,0,2
Stayed,28090,43,721,82,77,316,4,22
Churned,372,1,8,2,2,1,0,1
Churned,163,1,7,2,2,0,1,1
Churned,4605,17,128,30,30,15,0,9
Churned,8549,16,185,25,25,54,2,11
Stayed,70604,172,1280,260,257,281,13,52
Stayed,39052,56,579,126,123,50,2,20
Stayed,851,3,31,5,5,1,0,2
Stayed,92106,274,1473,361,361,152,32,55
Churned,24445,39,346,67,65,35,1,18
Churned,1501,6,36,8,8,3,0,5
Churned,238,1,6,2,1,0,0,1
Churned,2685,4,39,9,8,1,0,4
Churned,15825,27,330,51,51,96,3,17
Stayed,1418,6,38,11,11,0,0,4
Churned,529,2,18,3,3,0,0,2
Churned,13173,29,575,39,39,91,0,10
Stayed,3232,5,122,10,10,15,0,4
Stayed,183502,274,2716,482,479,799,67,52
Stayed,221346,282,2592,398,393,391,9,51
Churned,45309,91,1118,120,121,585,0,24
Stayed,5724,7,91,11,11,8,0,4
Stayed,199,1,12,2,2,0,0,1
Stayed,15292,18,287,26,23,66,0,11
Churned,6746,14,177,22,22,19,0,9
Churned,6781,9,219,18,17,15,0,5
Churned,1997,7,47,8,7,9,1,6
Stayed,451,1,17,2,2,1,0,1
Stayed,2696,4,84,9,9,7,0,3
Churned,333,2,21,3,3,2,0,2
Churned,81,1,6,2,2,0,0,1
Stayed,870,2,20,6,6,1,1,2
Churned,3714,4,105,5,5,13,0,3
Churned,9113,13,124,24,23,10,0,5
Churned,3331,22,121,25,25,33,0,11
Stayed,28773,65,562,116,115,47,1,17
Churned,406,2,16,3,3,0,0,2
Churned,7350,10,109,16,16,20,0,7
Churned,5866,17,173,29,29,10,0,4
Stayed,43019,62,789,131,129,50,1,23
Churned,50667,40,894,111,102,275,4,17
Churned,5066,2,117,7,7,32,0,2
Stayed,5789,15,113,29,28,6,0,10
Churned,77107,70,1480,138,132,392,0,24
Stayed,52377,101,1122,156,155,47,2,32
Churned,19541,29,265,44,43,23,3,7
Churned,42209,85,601,125,125,51,6,26
Stayed,66777,91,885,141,140,151,5,25
Churned,6638,13,98,18,18,13,0,5
Churned,3750,10,70,16,16,4,0,9
Stayed,5831,6,99,13,14,15,0,1
Churned,1769,6,63,14,14,5,0,3
Churned,1976,15,72,18,18,2,0,11
Stayed,4806,10,85,18,17,6,0,6
Churned,2340,8,52,8,8,10,0,7
Churned,5117,25,140,28,28,8,1,14
Churned,16868,58,392,83,83,30,0,19
Churned,7729,80,314,89,89,1,0,26
Churned,793,1,23,2,2,3,0,1
Stayed,146,4,23,7,7,0,0,4
Churned,3551,6,207,18,18,15,0,4
Churned,1412,23,108,28,28,0,0,17
Churned,54240,67,849,144,141,172,1,24
Stayed,22693,41,338,61,61,61,2,24
Churned,1717,2,141,4,4,7,0,1
Stayed,60253,57,711,86,86,206,0,7
Stayed,20480,114,611,154,154,31,2,43
Stayed,1098,1,39,3,2,1,0,1
Churned,10475,17,407,25,24,22,2,9
Stayed,91064,124,2214,196,185,214,130,37
Stayed,1414,4,68,8,8,4,0,2
Stayed,40,3,13,3,3,0,0,3
Churned,909,3,11,3,3,0,0,2
Stayed,20748,12,260,39,42,53,0,5
Stayed,31584,101,630,180,181,28,0,28
Churned,2470,6,79,11,11,11,0,3
Churned,503,1,9,3,3,0,0,1
Churned,4271,6,91,12,10,12,0,4
Churned,1059,2,41,4,4,7,0,2
Churned,28,1,6,2,2,0,0,1
Stayed,25467,85,577,105,104,35,3,12
Churned,3689,7,111,13,13,17,0,5
Stayed,19165,51,498,91,92,24,2,14
Churned,21576,22,1173,56,55,207,0,12
Churned,177,3,20,6,6,0,0,2
Churned,36924,41,444,75,74,121,1,21
Churned,185,2,8,2,2,0,0,2
Churned,2532,5,114,6,6,8,0,2
Churned,1387,3,28,4,4,2,0,3
Churned,1441,9,49,11,11,3,0,8
Stayed,84169,149,1269,273,272,129,8,28
Churned,23214,25,515,51,50,117,0,13
Stayed,216514,363,2793,555,553,507,14,34
Churned,130533,202,3173,368,362,1690,9,28
Stayed,11015,18,220,29,28,28,0,4
Stayed,178,1,5,1,1,0,0,1
Churned,1782,2,39,3,3,6,0,2
Churned,1988,7,124,9,7,9,0,6
Stayed,11351,31,231,56,50,22,0,19
Churned,2247,4,75,7,7,7,0,3
Churned,3030,2,180,3,3,17,0,1
Stayed,52468,179,1228,284,284,207,4,46
Churned,24335,38,417,50,47,53,1,20
Stayed,91975,226,1523,272,271,205,11,40
Churned,2,1,4,1,1,0,0,1
Stayed,153717,159,2137,482,483,403,6,24
Stayed,192,1,6,2,2,0,0,1
Stayed,1434,4,32,8,9,5,0,4
Stayed,27784,92,1255,122,123,141,5,42
Churned,186726,169,3637,455,441,1829,12,24
Stayed,22788,58,433,74,74,23,0,31
Stayed,11982,79,388,86,85,101,6,20
Stayed,14180,28,415,43,43,30,0,14
Stayed,22295,65,452,76,75,31,1,23
Churned,40231,87,984,159,159,160,21,28
Churned,390,5,33,11,11,0,0,4
Stayed,564903,504,9261,1329,1329,2956,119,53
Churned,242,1,5,2,1,0,0,1
Churned,2640,3,48,5,5,7,0,2
Churned,19081,37,560,59,58,34,0,19
Churned,29698,116,1149,164,164,174,5,33
Churned,282,3,18,4,4,0,0,3
Stayed,837,4,26,6,6,1,0,4
Stayed,101466,277,2329,337,336,876,9,52
Churned,121,1,4,1,1,0,0,1
Stayed,40585,129,1032,145,145,266,3,39
Churned,1094,4,25,7,7,0,0,2
Churned,2750,8,66,10,10,12,0,7
Churned,12421,36,213,46,45,23,1,22
Churned,10374,25,374,35,36,44,0,7
Churned,24560,68,397,97,96,11,0,22
Churned,39067,168,1081,212,211,276,0,35
Stayed,15338,165,821,178,178,70,1,53
Churned,1441,1,26,2,2,1,0,1
Stayed,7245,8,154,20,19,21,0,4
Churned,2705,7,97,10,10,13,1,3
Stayed,84228,137,2052,192,186,810,0,40
Stayed,1544,4,29,7,7,0,0,2
Stayed,242800,317,2610,694,693,127,5,42
Stayed,81494,144,1268,264,264,85,3,45
Stayed,4678,10,112,13,13,14,0,8
Stayed,125,2,8,2,2,0,0,2
Churned,26046,41,737,62,60,93,1,13
Stayed,2544,4,69,6,5,6,0,2
Stayed,16075,92,572,101,100,149,1,42
Churned,10937,5,219,16,16,20,0,3
Stayed,111284,243,2260,308,305,544,10,43
Stayed,597,3,34,8,8,0,0,3
Stayed,78249,137,1817,222,229,54,6,13
Churned,1866,11,57,15,14,0,0,3
Stayed,775,2,29,4,4,4,0,2
Stayed,9711,16,276,24,23,14,0,5
Stayed,7,1,5,1,1,0,0,1
Churned,4697,11,75,15,14,5,0,7
Churned,8647,48,375,57,57,45,0,26
Stayed,9168,25,270,33,33,16,0,9
Churned,8524,16,139,33,33,13,0,4
Stayed,7869,12,207,19,19,25,1,4
Churned,5812,13,237,26,26,40,0,8
Churned,9633,3,150,10,10,20,0,1
Stayed,4359,9,117,14,14,19,0,5
Stayed,160723,420,3004,641,640,543,5,53
Stayed,37184,64,607,104,105,90,1,29
Churned,7557,16,206,20,20,79,0,5
Churned,53,1,4,1,1,0,0,1
Stayed,133,1,8,2,2,0,0,1
Stayed,62147,90,1435,187,196,507,2,15
Stayed,66053,177,1734,301,305,201,6,35
Stayed,29987,161,872,193,193,83,0,43
Stayed,15847,55,443,69,69,46,2,30
Churned,499,4,34,7,7,1,1,2
Churned,1117,3,26,5,5,5,0,3
Churned,2396,13,67,15,15,4,0,12
Stayed,71775,63,2055,130,122,842,3,26
Stayed,116625,68,3469,221,219,2224,2,35
Stayed,18798,47,452,65,63,30,3,20
Stayed,1845,1,66,3,3,16,1,1
Churned,777,1,21,3,3,3,0,1
Churned,2215,2,35,4,4,5,0,1
Churned,37030,41,1324,63,62,263,1,15
Stayed,5456,8,89,17,17,11,0,3
Stayed,1560,4,48,6,6,5,0,4
Stayed,154,2,8,2,2,0,0,2
Stayed,86256,235,1349,287,286,39,59,55
Churned,5682,3,51,10,10,15,0,1
Churned,2338,2,84,3,3,14,2,2
Stayed,93160,90,1245,133,132,279,5,44
Churned,201,4,17,5,5,0,0,2
Churned,2598,17,103,21,21,9,0,10
Stayed,10216,44,411,56,55,43,0,17
Stayed,12428,22,230,41,39,51,0,12
Stayed,34304,193,983,220,219,145,13,51
Churned,3363,7,100,14,14,13,0,3
Churned,193,2,13,2,2,0,0,2
Stayed,23074,65,871,92,93,159,1,17
Churned,1840,6,30,7,7,1,0,5
Churned,22,1,5,1,1,0,0,1
Stayed,16375,17,271,49,48,18,0,8
Stayed,22972,18,342,66,67,26,0,10
Stayed,10842,25,356,36,36,50,5,10
Churned,2,1,4,1,1,0,0,1
Stayed,157013,219,3158,411,410,1163,2,20
Stayed,118350,149,1318,286,283,232,4,48
Churned,3487,5,103,7,6,18,0,5
Stayed,26163,86,674,132,130,56,5,36
Stayed,15787,9,483,31,29,30,1,7
Churned,27290,51,472,87,85,78,1,13
Stayed,222090,199,6134,236,228,4161,15,41
Stayed,322,1,6,2,2,0,0,1
Churned,890,3,20,5,5,0,0,3
Stayed,175315,248,2837,374,372,892,15,34
Churned,11485,37,254,46,46,35,1,15
Stayed,42549,143,839,176,174,70,6,28
Churned,3,1,4,1,1,0,0,1
Stayed,240,1,7,2,2,0,0,1
Stayed,85614,220,1778,338,336,231,13,51
Stayed,27738,64,775,106,104,162,4,26
Churned,802,3,30,4,4,3,0,2
Churned,10523,28,518,38,37,42,0,9
Churned,6123,12,133,17,17,20,0,10
Churned,207,1,9,3,3,0,0,1
Stayed,73922,378,2826,454,455,730,20,50
Churned,7934,19,157,30,25,34,1,11
Stayed,5080,4,81,17,17,5,0,2
Churned,2164,3,59,6,5,11,0,3
Stayed,75751,115,1101,197,194,169,5,22
Churned,4021,2,48,10,10,0,0,1
Churned,1649,2,38,4,4,8,0,2
Stayed,2115,4,73,6,6,9,0,4
Churned,1411,2,34,4,4,4,0,1
Churned,217,1,6,1,1,0,0,1
Churned,2341,7,105,8,7,17,0,4
Stayed,20216,41,536,58,57,26,3,13
Churned,15,1,4,1,1,0,0,1
Churned,11446,84,384,90,90,9,1,32
Stayed,48223,68,855,126,119,123,11,17
Stayed,23615,139,746,153,153,24,55,49
Stayed,4,1,4,1,1,0,0,1
Churned,49,2,8,2,2,0,0,2
Churned,437,4,18,5,5,0,0,4
Churned,455,2,19,3,3,3,0,2
Churned,50800,68,701,208,208,39,1,21
Stayed,26458,68,477,130,132,14,0,28
Stayed,257,4,18,5,5,0,0,3
Churned,9219,13,221,26,26,21,0,6
Stayed,70129,154,1622,429,427,110,4,13
Stayed,2106,3,53,9,9,8,0,1
Churned,13377,10,254,49,49,18,0,5
Stayed,1605,13,75,15,15,0,0,12
Stayed,2393,6,50,8,7,11,0,4
Stayed,125834,279,2435,447,441,357,291,55
Churned,704,1,25,2,2,3,0,1
Stayed,23718,167,780,232,232,16,5,38
Churned,386,1,17,2,2,2,0,1
Stayed,4582,6,130,6,5,26,0,4
Stayed,142607,413,2974,450,447,1030,1,55
Stayed,31027,30,481,69,69,111,1,12
Churned,194,1,6,2,2,0,0,1
Stayed,22652,246,1085,304,303,91,2,51
Churned,52427,96,910,184,184,59,2,11
Churned,4872,4,80,7,7,14,0,2
Stayed,5727,31,137,33,33,0,0,21
Stayed,114882,331,2967,565,629,202,31,37
Churned,3150,4,69,7,7,11,0,2
Stayed,18340,45,402,62,64,56,2,11
Churned,1090,4,41,5,5,5,0,3
Stayed,59152,280,1609,362,359,155,23,55
Churned,230,2,8,2,2,0,0,2
Stayed,12430,25,322,51,52,34,2,11
Stayed,136338,267,3013,484,484,594,1,38
Churned,54,1,4,1,1,0,0,1
Churned,42108,23,444,72,68,95,59,9
Stayed,31980,41,781,79,78,154,0,16
Churned,1215,14,67,19,19,0,0,11
Churned,2447,4,78,6,6,6,0,2
Stayed,16234,20,238,33,33,31,0,5
Stayed,54443,50,1208,124,124,716,1,16
Stayed,17606,134,654,162,160,18,3,50
Churned,4963,6,100,8,8,23,3,5
Churned,161,1,6,2,2,0,0,1
Stayed,14246,40,354,61,62,60,5,23
Churned,24869,107,641,120,120,57,3,25
Churned,3866,6,61,12,12,3,0,5
Stayed,15715,20,417,56,54,33,0,10
Churned,295,2,16,4,4,0,0,2
Churned,430,2,11,4,4,0,0,1
Churned,10005,27,150,38,37,3,1,13
Churned,2288,9,48,10,10,2,0,5
Stayed,41665,75,758,114,112,41,1,17
Stayed,108300,196,1525,243,241,303,9,26
Stayed,66121,112,1414,204,203,474,59,33
Stayed,74421,132,1083,226,226,192,10,31
Stayed,139080,286,2178,471,475,225,20,49
Churned,341,4,17,5,5,0,0,3
Churned,5644,3,143,5,5,24,0,3
Churned,3392,9,123,30,28,14,4,9
Stayed,194240,345,3401,516,526,310,7,55
Churned,4606,3,139,11,11,16,2,3
Churned,447,1,7,2,2,0,0,1
Stayed,507,1,9,3,3,1,0,1
Stayed,56436,81,891,157,155,188,7,25
Stayed,27714,155,759,176,176,44,7,46
Stayed,104982,56,1413,254,251,402,1,22
Stayed,3334,6,60,9,9,1,1,2
Stayed,24787,60,620,88,89,63,1,26
Stayed,62570,166,1080,238,232,123,13,51
Stayed,7283,28,236,37,37,19,1,12
Churned,1,1,4,1,1,0,0,1
Churned,10,1,4,1,1,0,0,1
Stayed,12662,27,327,45,45,46,0,16
Stayed,866,1,39,2,2,5,4,1
Churned,2670,14,91,18,18,15,0,7
Churned,6076,5,98,18,17,27,1,4
Stayed,6599,17,148,22,22,17,0,5
Churned,243,1,6,2,2,0,0,1
Churned,44,1,4,1,1,0,0,1
Churned,24004,87,499,108,107,92,2,21
Stayed,83197,306,1906,453,456,26,6,48
Stayed,3671,4,97,6,7,17,0,2
Churned,2909,12,99,23,23,2,0,4
Churned,6284,14,94,20,20,12,0,8
Churned,1449,4,114,7,7,0,0,4
Churned,104,2,8,2,2,0,0,2
Churned,5019,4,64,7,7,21,0,4
Churned,3,1,4,1,1,0,0,1
Churned,439,4,32,5,5,4,0,3
Stayed,1711,7,48,12,12,1,0,5
Churned,1,1,4,1,1,0,0,1
Churned,21912,157,714,180,180,81,2,33
Stayed,83948,149,1099,180,177,199,4,46
Churned,1366,3,32,6,6,1,0,2
Stayed,6228,25,161,36,35,19,0,13
Churned,508,2,25,4,4,4,0,2
Churned,1154,2,45,3,3,6,0,2
Churned,16879,51,316,94,94,7,0,17
Stayed,18644,27,317,45,44,40,0,11
Stayed,251749,267,4658,717,716,1394,51,31
Stayed,132,1,6,2,2,0,0,1
Churned,756,2,13,3,3,0,0,1
Stayed,36366,211,1144,255,254,156,22,53
Churned,348,2,11,3,3,0,0,1
Churned,93,2,13,4,4,0,0,2
Churned,910,3,20,6,5,0,0,3
Churned,5350,4,122,14,14,10,1,2
Churned,1979,7,36,7,7,3,0,5
Stayed,22048,58,379,88,83,38,8,29
Stayed,25511,50,454,66,62,26,10,31
Stayed,243,2,19,1,2,1,0,1
Churned,45697,74,1134,123,124,367,3,17
Churned,771,2,25,3,3,4,0,2
Churned,365,1,16,2,2,1,0,1
Churned,825,1,13,4,4,0,0,1
Churned,252,2,10,2,2,0,0,2
Churned,4247,6,86,10,10,7,0,5
Stayed,1571,7,47,11,10,7,0,6
Stayed,1032,1,21,1,2,3,1,1
Churned,13645,25,415,45,45,23,0,9
Stayed,1425,9,36,9,7,0,0,9
Stayed,439567,572,6884,1116,1116,2538,14,55
Stayed,19417,25,859,31,33,58,1,8
Churned,11215,44,407,69,68,148,0,23
Stayed,59819,90,819,154,155,175,4,41
Churned,9289,19,180,27,27,46,0,5
Churned,2391,6,38,6,5,9,1,6
Churned,170,1,4,1,1,0,0,1
Churned,2055,15,67,18,18,0,0,12
Churned,8834,26,186,32,30,38,0,15
Stayed,61506,87,1076,179,178,222,0,19
Stayed,25202,76,640,77,78,70,7,25
Churned,11583,6,379,22,21,44,0,6
Stayed,42935,100,1418,223,222,532,13,34
Churned,9,1,4,1,1,0,0,1
Stayed,8951,71,352,79,79,17,1,42
Churned,5,1,4,1,1,0,0,1
Churned,18,1,4,1,1,0,0,1
Stayed,1885,1,52,2,2,8,0,1
Stayed,7091,15,153,25,25,16,0,8
Churned,743,1,29,4,4,6,0,1
Churned,4511,3,58,9,9,6,0,3
Stayed,35897,97,755,159,150,93,0,32
Churned,769,3,32,6,6,3,0,2
Churned,49027,103,692,148,144,15,0,30
Stayed,3944,13,85,17,16,6,0,10
Churned,130,2,9,2,2,0,0,2
Churned,2770,5,40,10,10,0,0,3
Churned,7254,25,202,34,34,24,0,11
Stayed,1050,3,15,5,5,0,0,2
Stayed,29974,161,1003,185,184,77,10,55
Churned,44061,133,949,198,196,72,8,27
Stayed,2122,1,50,2,2,4,0,1
Stayed,397,1,13,2,2,0,0,1
Stayed,35901,145,1100,162,161,275,6,51
Stayed,6772,12,106,18,18,9,0,6
Churned,4955,4,94,13,13,9,0,2
Stayed,17741,13,301,45,44,24,0,8
Stayed,243354,169,4636,437,414,2492,38,32
Churned,3852,10,123,20,20,14,0,4
Stayed,8137,8,140,17,17,18,0,5
Stayed,40973,82,583,129,129,43,2,13
Stayed,861,3,27,5,4,6,0,3
Churned,11434,21,336,32,32,109,3,6
Churned,16767,16,279,37,37,38,3,5
Churned,2329,1,73,8,8,6,0,1
Stayed,27097,112,634,143,143,92,3,41
Churned,513,5,20,5,5,0,0,4
Churned,25256,77,462,110,107,91,0,23
Stayed,9728,57,287,62,62,34,1,34
Stayed,404,3,33,5,5,5,0,3
Churned,294,1,5,1,1,0,0,1
Churned,8945,10,183,17,17,37,1,6
Churned,6274,7,219,10,10,33,0,3
Stayed,12473,36,257,54,53,26,3,20
Stayed,5382,8,228,20,20,6,0,6
Churned,3219,25,112,27,27,0,0,20
Stayed,9866,63,328,64,63,36,3,42
Stayed,147,2,10,3,3,0,0,2
Churned,673,1,18,2,2,1,0,1
Churned,5291,5,142,13,13,23,0,2
Churned,1258,1,14,5,5,0,1,1
Stayed,37839,38,376,86,84,34,0,15
Churned,1635,4,34,6,6,6,0,4
Churned,13360,17,257,27,27,22,1,10
Stayed,5916,7,125,47,46,0,0,4
Churned,52,2,11,3,3,0,0,1
Churned,13032,34,314,47,46,51,0,20
Churned,2129,5,49,14,14,0,0,3
Churned,12,2,8,2,2,0,0,1
Stayed,42980,142,885,205,204,52,7,49
Churned,6198,23,182,41,40,31,0,16
Churned,12279,33,358,44,44,28,0,6
Stayed,55146,115,1132,214,214,67,3,19
Churned,8199,6,180,18,18,58,1,3
Churned,70,2,11,3,3,0,0,2
Stayed,16499,12,215,25,23,18,0,6
Churned,170,1,6,2,2,0,0,1
Churned,25002,49,408,97,95,18,0,12
Stayed,38,1,4,1,1,0,0,1
Churned,24579,130,689,154,154,66,6,36
Churned,1481,3,28,5,5,1,0,2
Stayed,43827,58,726,133,130,18,0,26
Stayed,110668,272,3423,490,492,1240,4,31
Stayed,1993,20,75,21,21,1,0,15
Stayed,21935,26,501,43,43,87,1,6
Stayed,21675,33,581,59,59,23,0,9
Stayed,485,1,13,1,1,5,1,1
Stayed,164,1,8,3,3,0,0,1
Stayed,610165,533,7635,2671,2662,648,24,50
Stayed,21440,46,408,67,60,73,30,26
Stayed,38,1,4,1,1,0,0,1
Churned,4747,5,139,9,9,25,0,3
Stayed,16706,111,634,143,144,63,0,16
Stayed,97633,372,2024,448,451,148,9,55
Churned,8729,19,175,26,26,11,0,11
Churned,5789,10,144,17,17,21,1,4
Stayed,5721,8,119,16,16,10,0,6
Churned,2845,8,80,9,9,30,4,7
Stayed,10872,30,272,36,37,27,3,12
Stayed,38978,151,928,195,193,54,18,41
Stayed,142472,258,2079,411,411,212,26,55
Churned,198,1,9,3,3,0,0,1
Churned,7351,4,109,11,11,14,0,3
Stayed,36342,138,791,163,165,111,8,48
Stayed,186175,427,3700,630,630,742,17,52
Stayed,64919,56,1516,111,107,910,0,19
Churned,1036,2,37,4,3,2,0,1
Stayed,18474,30,338,59,59,34,0,8
Stayed,5855,10,139,11,11,52,3,5
Churned,832,1,21,3,3,1,0,1
Churned,319,1,9,2,2,0,0,1
Churned,12698,12,173,24,23,15,0,4
Stayed,47752,103,1012,170,192,159,1,13
Stayed,87928,164,1098,250,249,78,5,21
Churned,2560,7,83,12,11,7,0,3
Churned,3287,9,142,10,10,15,0,4
Stayed,118742,126,2229,439,437,288,16,25
Stayed,10086,20,234,22,22,30,4,10
Stayed,9131,19,218,32,32,26,2,6
Churned,614,4,39,12,12,0,0,4
Stayed,4963,6,191,13,13,11,0,4
Churned,24643,78,615,129,127,28,4,28
Stayed,355625,416,5332,793,784,1755,11,42
Churned,28025,29,487,64,62,147,0,9
Stayed,17621,25,792,44,44,68,0,7
Churned,14,1,5,1,1,0,0,1
Churned,18817,47,470,74,72,159,7,29
Stayed,69685,98,1237,225,225,304,0,40
Churned,284,4,23,7,7,0,0,4
Churned,375,5,28,6,6,2,0,5
Churned,19957,37,357,68,68,37,1,12
Stayed,6679,13,170,19,19,21,1,6
Churned,65190,84,950,205,204,138,1,35
Churned,1215,3,45,8,8,1,0,3
Stayed,3119,7,118,11,11,8,0,4
Stayed,4120,9,103,11,11,16,0,6
Stayed,45133,70,856,83,81,74,6,44
Churned,16424,11,299,38,38,58,2,4
Stayed,255,2,12,4,4,0,0,2
Stayed,38484,42,804,70,68,80,0,12
Churned,3,1,4,1,1,0,0,1
Churned,37446,63,722,111,110,190,5,20
Stayed,20758,54,361,68,68,52,3,33
Churned,753,3,22,6,6,0,0,2
Churned,26903,58,521,114,114,32,2,14
Churned,394,4,13,4,4,0,0,2
Churned,5552,15,230,47,48,19,1,5
Churned,940,5,32,7,7,2,0,4
Stayed,67530,207,1618,267,268,211,16,28
Stayed,152159,305,2789,456,454,940,18,43
Stayed,112861,255,2232,354,352,575,19,29
Churned,12708,9,220,29,26,26,1,4
Churned,39459,63,621,106,104,77,4,18
Churned,54,2,9,2,2,0,0,2
Stayed,148360,288,2069,627,630,66,6,45
Churned,7835,24,188,35,35,16,0,10
Churned,414,1,22,2,2,1,0,1
Churned,630,1,18,2,2,2,0,1
Churned,114,1,4,1,1,0,0,1
Churned,2144,5,48,8,8,3,0,4
Churned,1570,2,40,5,4,7,0,2
Stayed,115862,170,1787,257,252,494,5,41
Stayed,10992,15,203,28,27,42,1,9
Stayed,37199,47,1000,63,64,518,1,9
Stayed,6068,32,183,40,40,10,2,14
Churned,417,4,18,4,5,0,0,2
Stayed,100736,90,1912,144,135,955,90,42
Churned,2096,2,52,3,3,14,2,2
Churned,2607,8,89,10,10,6,0,4
Churned,1258,5,52,6,6,5,1,4
Stayed,5746,25,186,34,34,14,0,9
Stayed,58800,254,1628,315,316,250,32,55
Stayed,1421,4,48,8,8,2,0,2
Stayed,123738,332,2503,542,539,303,29,53
Stayed,36424,58,922,157,155,57,3,15
Churned,404,4,19,5,5,0,0,3
Stayed,7948,7,141,14,14,24,0,1
Stayed,122518,134,1981,287,284,807,9,19
Churned,130,2,10,3,3,0,0,1
Churned,738,5,31,7,6,2,0,3
Churned,1288,5,32,7,7,0,0,5
Stayed,31846,121,928,164,164,85,20,22
Stayed,48200,81,824,163,161,111,0,17
Stayed,22846,118,654,123,124,145,1,51
Stayed,42392,28,536,71,69,174,2,6
Stayed,7758,16,165,21,21,18,0,5
Churned,14383,17,232,47,45,38,0,4
Stayed,41850,104,792,166,163,57,2,37
Churned,444,1,23,2,2,3,0,1
Churned,16353,23,236,38,38,38,1,7
Churned,3142,2,48,9,9,4,0,2
Stayed,75622,195,1113,287,286,55,8,41
Churned,6332,12,328,32,32,46,1,7
Churned,27026,31,536,41,41,106,0,6
Churned,863,4,22,6,5,0,0,4
Churned,216,1,7,2,2,0,0,1
Stayed,112961,271,2041,430,428,425,13,46
Churned,412,1,14,3,3,0,0,1
Churned,85407,66,1418,231,233,531,7,12
Churned,395,3,17,4,3,1,0,2
Churned,330,1,10,3,3,0,0,1
Churned,729,5,30,7,7,1,0,5
Churned,21110,31,353,63,62,33,3,10
Churned,23902,73,613,98,96,127,5,31
Stayed,104766,257,2911,362,362,1286,5,53
Stayed,373731,374,8678,697,690,4468,9,55
Churned,6922,21,170,21,21,33,1,8
Stayed,95883,345,2935,543,566,308,17,55
Churned,5311,23,126,24,20,17,0,13
Stayed,17,1,3,0,1,0,0,1
Churned,10842,14,143,30,31,24,1,6
Churned,325,2,10,2,2,0,0,2
